SATISFACTION_WITH_FINANCIAL_CONDITION,SPENDING_COMPARISON_TO_INCOME,DIFFICULTY_COVERING_EXPENSES,FIN_ANXIETY,EMERGENCY_FUNDS,CONFIDENCE_GET_2000,CREDIT_RECORD_RATING,CHECKING_ACCOUNT,SAVINGS_ACCOUNT,OVERDRAW_CHECKING_ACCOUNT,REGULAR_CONTRIBUTION_TO_RETIREMENT,OTHER_INVESTMENTS,ALWAYS_PAY_CR_FULL_12MO,USED_PAYDAY_LOAN,DEBT_COLLECTED_12MO,TOO_MUCH_DEBT_STRENGTH,D2D_FINANCIAL_SKILL,FINANCIAL_KNOWLEDGE_ASSESS,RACE_ETHNICITY,EDUCATION_LEVEL,HIGHEST_EDUCATION_OF_RAISERS,NUM_DEPENDENT_CHILDREN,BINARIZED_GENDER,AGE,LAYOFF_PANDEMIC,EXPECT_INHERIT_10K_PLUS,STATE,FIN_ED_HS,FIN_ED_ALL,Z,FIN_HEALTH
7.0,9.0,9.0,2.0,4.5,2.25,4.5,2.25,0.0,4.5,4.5,0.0,4.5,11.25,4.5,18.0,6.0,3.0,1,4,6.0,6,1,1,2.0,1.0,37,1.0,2.0,1,96.75
0.0,4.5,4.5,7.0,4.5,0.0,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,7.5,2.25,1,2,3.0,6,1,1,1.0,2.0,43,1.0,2.0,1,86.5
8.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,0.0,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,6,2.0,5,1,6,2.0,1.0,48,2.0,2.0,0,112.75
5.0,9.0,9.0,5.0,0.0,1.5,6.75,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,0.0,9.0,4.5,1,4,3.0,5,1,3,2.0,2.0,48,1.0,2.0,1,79.0
1.0,9.0,9.0,1.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,4.5,11.25,4.5,18.0,6.0,3.0,1,6,5.0,5,1,1,1.0,1.0,17,1.0,2.0,1,107.75
9.0,4.5,9.0,7.0,4.5,4.5,9.0,2.25,0.0,0.0,4.5,0.0,9.0,1.25,4.5,0.0,9.0,4.5,1,2,2.0,4,2,3,1.0,2.0,11,2.0,2.0,0,82.5
0.0,4.5,4.5,6.0,0.0,0.0,6.75,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,0.0,6.0,3.0,2,4,3.0,6,2,3,2.0,2.0,32,1.0,2.0,1,64.5
0.0,9.0,0.0,7.0,4.5,0.0,4.5,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,12.0,6.0,3.75,2,7,2.0,6,2,3,1.0,2.0,27,1.0,2.0,1,82.75
0.0,4.5,4.5,4.0,0.0,1.5,9.0,2.25,0.0,4.5,4.5,0.0,0.0,11.25,4.5,0.0,9.0,4.5,1,2,1.0,5,2,6,2.0,2.0,10,1.0,2.0,1,64.0
0.0,0.0,4.5,7.0,0.0,0.0,2.25,2.25,0.0,4.5,4.5,0.0,4.5,11.25,4.5,9.0,4.5,2.25,1,2,2.0,3,2,2,2.0,2.0,11,1.0,2.0,1,61.0
6.0,0.0,9.0,4.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,9.0,9.0,4.5,1,6,2.0,5,1,5,2.0,2.0,42,1.0,2.0,1,100.75
8.0,9.0,9.0,7.0,4.5,4.5,9.0,2.25,0.0,4.5,4.5,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,6,5.0,6,1,6,1.0,1.0,23,1.0,2.0,1,125.25
6.0,0.0,9.0,4.0,4.5,3.0,9.0,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,9.0,7.5,3.75,2,4,3.0,5,1,6,2.0,2.0,5,1.0,2.0,1,85.0
5.0,0.0,4.5,4.0,0.0,1.5,2.25,2.25,0.0,0.0,9.0,0.0,0.0,2.5,0.0,0.0,4.5,3.0,2,2,2.0,4,2,2,2.0,2.0,8,2.0,2.0,0,38.5
8.0,0.0,0.0,7.0,4.5,3.0,6.75,2.25,2.25,0.0,9.0,0.0,9.0,1.25,0.0,3.0,9.0,4.5,1,7,6.0,1,1,3,1.0,1.0,21,2.0,2.0,0,69.5
0.0,0.0,4.5,4.0,4.5,3.0,6.75,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,6.0,7.5,2.25,1,4,5.0,5,1,5,2.0,2.0,50,1.0,2.0,1,72.25
4.0,9.0,4.5,7.0,0.0,3.0,4.5,2.25,2.25,0.0,4.5,3.375,4.5,11.25,4.5,18.0,6.0,3.0,2,4,3.0,6,2,1,1.0,2.0,26,1.0,2.0,1,91.625
7.0,4.5,9.0,7.0,0.0,4.5,6.75,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,18.0,9.0,3.0,1,5,4.0,6,1,3,2.0,1.0,38,1.0,2.0,1,111.5
6.0,9.0,9.0,1.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,9.0,9.0,4.5,1,6,2.0,1,1,4,2.0,2.0,27,1.0,2.0,1,103.75
7.0,0.0,9.0,6.0,4.5,3.0,6.75,2.25,2.25,0.0,9.0,6.75,9.0,3.75,4.5,18.0,9.0,3.75,1,6,5.0,2,1,3,2.0,1.0,31,2.0,2.0,0,104.5
2.0,4.5,0.0,7.0,4.5,1.5,4.5,2.25,2.25,0.0,9.0,6.75,0.0,11.25,4.5,3.0,6.0,4.5,1,6,3.0,4,1,3,2.0,2.0,32,2.0,2.0,0,73.5
0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.25,0.0,4.5,4.5,0.0,4.5,11.25,0.0,0.0,0.0,2.25,2,4,3.0,6,2,3,2.0,1.0,14,2.0,2.0,0,36.25
1.0,0.0,4.5,7.0,0.0,1.5,6.75,2.25,0.0,4.5,4.5,0.0,9.0,11.25,0.0,9.0,7.5,3.75,1,2,2.0,5,2,5,2.0,2.0,11,2.0,2.0,0,72.5
0.0,9.0,4.5,5.0,0.0,3.0,2.25,2.25,2.25,4.5,4.5,0.0,4.5,11.25,0.0,0.0,4.5,2.25,1,2,2.0,6,1,1,1.0,2.0,23,1.0,2.0,1,59.75
0.0,4.5,0.0,7.0,4.5,0.0,4.5,2.25,1.125,4.5,4.5,0.0,4.5,11.25,4.5,6.0,1.5,2.25,1,4,3.0,6,2,1,1.0,2.0,50,2.0,2.0,0,62.875
3.0,4.5,4.5,6.0,0.0,1.5,4.5,2.25,2.25,4.5,4.5,0.0,4.5,5.625,4.5,6.0,4.5,2.25,1,4,3.0,1,1,3,2.0,2.0,8,1.0,2.0,1,64.875
5.0,9.0,9.0,5.0,0.0,4.5,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,0.0,7.5,3.0,1,4,3.0,1,1,6,2.0,2.0,5,1.0,2.0,1,90.25
7.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,5,3.0,5,1,1,2.0,2.0,14,1.0,2.0,1,122.75
0.0,4.5,4.5,7.0,0.0,0.0,2.25,2.25,2.25,0.0,9.0,0.0,0.0,11.25,0.0,0.0,4.5,3.75,2,4,2.0,6,2,3,2.0,1.0,32,2.0,2.0,0,51.25
0.0,4.5,0.0,7.0,0.0,1.5,9.0,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,9.0,6.0,3.0,1,2,2.0,6,1,1,2.0,1.0,18,1.0,2.0,1,76.0
9.0,0.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,0.0,9.0,11.25,4.5,18.0,9.0,4.5,1,7,6.0,6,2,2,1.0,1.0,49,1.0,2.0,1,109.75
7.0,4.5,4.5,7.0,4.5,3.0,4.5,2.25,2.25,0.0,9.0,6.75,0.0,5.625,0.0,3.0,4.5,4.5,1,6,5.0,2,1,2,1.0,2.0,5,2.0,2.0,0,72.875
2.0,4.5,4.5,7.0,0.0,1.5,6.75,2.25,2.25,0.0,4.5,0.0,9.0,11.25,0.0,6.0,6.0,1.5,1,2,2.0,6,1,1,2.0,2.0,20,1.0,2.0,1,69.0
6.0,0.0,4.5,5.0,4.5,4.5,9.0,0.0,0.0,2.25,9.0,3.375,9.0,3.75,4.5,15.0,6.0,3.0,1,3,3.0,6,1,1,2.0,1.0,29,2.0,2.0,0,89.375
9.0,4.5,0.0,7.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,1.25,0.0,0.0,9.0,4.5,1,7,6.0,2,1,3,1.0,1.0,5,2.0,2.0,0,82.5
6.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,0.0,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,2,4,4.0,5,2,6,2.0,1.0,43,1.0,2.0,1,121.0
7.0,9.0,9.0,2.0,4.5,0.0,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,7.5,3.0,1,4,5.0,5,1,6,2.0,1.0,5,2.0,2.0,0,109.5
7.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.0,1,3,2.0,5,2,5,2.0,2.0,14,1.0,2.0,1,123.5
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,0.0,4.5,0.0,0.0,0.0,11.25,4.5,12.0,9.0,3.75,1,4,5.0,5,1,6,2.0,1.0,16,2.0,2.0,0,93.25
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,4,3.0,5,1,5,2.0,4.5,15,1.0,2.0,1,125.25
5.0,0.0,4.5,7.0,4.5,3.0,6.75,2.25,2.25,0.0,4.5,0.0,9.0,11.25,4.5,9.0,9.0,3.0,2,4,2.0,2,2,2,1.0,4.5,37,1.0,2.0,1,85.5
3.0,4.5,4.5,6.0,0.0,3.0,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,6.0,6.0,3.0,2,3,2.0,6,2,6,2.0,1.0,29,1.0,2.0,1,85.5
5.0,9.0,4.5,5.0,0.0,3.0,9.0,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,12.0,9.0,3.0,1,5,6.0,2,1,4,2.0,2.0,32,2.0,2.0,0,93.25
7.0,0.0,4.5,5.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,6.75,0.0,11.25,4.5,9.0,9.0,3.75,1,4,4.0,5,1,6,2.0,2.0,42,1.0,2.0,1,90.0
2.0,9.0,4.5,7.0,4.5,1.5,4.5,2.25,2.25,4.5,9.0,6.75,0.0,5.625,4.5,0.0,7.5,3.0,1,4,3.0,5,1,5,1.0,2.0,16,1.0,2.0,1,78.375
4.0,0.0,4.5,7.0,0.0,1.5,4.5,0.0,0.0,2.25,4.5,3.375,4.5,11.25,4.5,9.0,3.0,3.0,1,2,1.0,3,2,1,2.0,2.0,17,1.0,2.0,1,66.875
6.0,4.5,9.0,7.0,0.0,4.5,2.25,2.25,2.25,0.0,9.0,6.75,0.0,2.5,0.0,9.0,7.5,3.0,1,4,2.0,1,2,4,2.0,1.0,32,1.0,2.0,1,75.5
9.0,0.0,0.0,7.0,4.5,4.5,6.75,2.25,2.25,0.0,4.5,0.0,9.0,3.75,0.0,0.0,0.0,0.75,1,7,6.0,2,1,4,1.0,1.0,8,2.0,2.0,0,54.25
9.0,0.0,9.0,7.0,0.0,3.0,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,0.0,0.0,9.0,4.5,1,2,2.0,2,2,3,1.0,2.0,11,1.0,2.0,1,84.25
1.0,4.5,0.0,7.0,0.0,0.0,2.25,2.25,0.0,0.0,4.5,0.0,9.0,11.25,0.0,3.0,4.5,3.75,1,4,3.0,1,2,4,1.0,2.0,38,1.0,2.0,1,53.0
5.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,0.0,4.5,0.0,9.0,11.25,4.5,12.0,9.0,2.25,1,4,3.0,6,1,6,2.0,2.0,5,2.0,2.0,0,102.0
5.0,9.0,9.0,2.0,4.5,4.5,4.5,2.25,2.25,4.5,0.0,0.0,4.5,11.25,4.5,18.0,9.0,3.75,2,4,2.0,6,2,4,2.0,1.0,36,1.0,2.0,1,98.5
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,9.0,3.75,1,4,3.0,5,1,5,2.0,1.0,16,1.0,2.0,1,116.25
0.0,0.0,0.0,7.0,0.0,0.0,2.25,2.25,2.25,4.5,4.5,0.0,4.5,3.75,4.5,0.0,4.5,2.25,1,2,2.0,2,2,2,2.0,2.0,38,2.0,2.0,0,42.25
7.0,9.0,9.0,1.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,15.0,9.0,3.75,1,1,1.0,5,2,6,2.0,1.0,5,2.0,2.0,0,98.75
6.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,18.0,7.5,3.0,1,7,4.0,6,1,5,2.0,2.0,4,1.0,2.0,1,117.25
8.0,0.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,18.0,9.0,4.5,1,4,3.0,5,1,6,2.0,2.0,23,1.0,2.0,1,105.75
9.0,0.0,9.0,1.0,4.5,4.5,4.5,2.25,2.25,4.5,4.5,0.0,0.0,11.25,0.0,9.0,9.0,4.5,2,4,2.0,5,2,5,2.0,2.0,14,1.0,2.0,1,79.75
2.0,0.0,4.5,5.0,0.0,2.25,2.25,2.25,2.25,0.0,4.5,0.0,0.0,2.5,0.0,6.0,6.0,2.25,1,4,2.0,5,2,5,2.0,2.0,36,2.0,2.0,0,41.75
5.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,18.0,9.0,3.75,1,5,4.0,5,2,6,2.0,2.0,42,1.0,2.0,1,108.75
9.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,18.0,9.0,4.5,1,6,5.0,6,1,2,1.0,1.0,12,2.0,2.0,0,116.75
6.0,4.5,4.5,6.0,4.5,3.0,6.75,2.25,2.25,4.5,4.5,6.75,0.0,2.5,4.5,12.0,4.5,3.75,1,3,2.0,6,1,2,2.0,2.0,31,1.0,2.0,1,82.75
2.0,9.0,4.5,5.0,0.0,3.0,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,0.0,9.0,4.5,1,4,1.0,5,1,6,2.0,1.0,23,2.0,2.0,0,95.5
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,18.0,9.0,3.75,1,4,3.0,5,1,6,2.0,1.0,5,2.0,2.0,0,110.5
6.0,0.0,4.5,4.0,0.0,0.0,9.0,2.25,0.0,4.5,4.5,0.0,4.5,3.75,4.5,9.0,4.5,3.0,1,5,5.0,5,1,6,2.0,2.0,42,2.0,2.0,0,64.0
0.0,9.0,4.5,7.0,0.0,3.0,4.5,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,3.0,7.5,2.25,1,2,5.0,2,2,1,2.0,1.0,17,1.0,2.0,1,70.0
5.0,4.5,9.0,7.0,0.0,3.0,4.5,2.25,2.25,4.5,4.5,3.375,9.0,5.625,2.25,18.0,3.0,4.5,1,2,2.0,6,2,1,2.0,2.0,2,1.0,2.0,1,92.25
0.0,4.5,0.0,7.0,0.0,0.0,0.0,0.0,2.25,2.25,4.5,6.75,4.5,11.25,4.5,0.0,1.5,1.5,1,2,2.0,2,2,1,2.0,2.0,50,1.0,2.0,1,50.5
0.0,0.0,4.5,7.0,0.0,0.0,4.5,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,6.0,3.0,1.5,1,4,3.0,6,2,1,2.0,2.0,49,2.0,2.0,0,55.75
0.0,4.5,0.0,7.0,0.0,0.0,2.25,2.25,2.25,0.0,4.5,0.0,4.5,5.625,0.0,3.0,7.5,3.0,1,4,5.0,2,2,2,2.0,2.0,17,1.0,2.0,1,46.375
8.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,7,6.0,5,1,6,2.0,1.0,42,2.0,2.0,0,118.25
1.0,4.5,4.5,5.0,4.5,4.5,2.25,2.25,0.0,4.5,9.0,0.0,4.5,11.25,0.0,15.0,7.5,4.5,1,4,2.0,5,1,5,2.0,1.0,42,1.0,2.0,1,84.75
7.0,0.0,9.0,6.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,7.5,3.75,1,6,6.0,1,1,6,1.0,1.0,42,1.0,2.0,1,118.75
7.0,0.0,9.0,6.0,0.0,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,3.75,4.5,3.0,6.0,3.0,2,7,6.0,2,2,3,2.0,2.0,12,2.0,2.0,0,82.75
1.0,0.0,4.5,7.0,0.0,0.0,0.0,2.25,2.25,0.0,4.5,0.0,4.5,3.75,0.0,0.0,3.0,2.25,1,4,3.0,6,2,2,2.0,2.0,50,2.0,2.0,0,35.0
5.0,9.0,9.0,4.0,4.5,3.0,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,12.0,7.5,2.25,1,4,3.0,6,2,4,2.0,1.0,41,1.0,2.0,1,99.0
3.0,0.0,9.0,3.0,0.0,4.5,9.0,2.25,2.25,4.5,4.5,6.75,9.0,11.25,4.5,15.0,7.5,2.25,1,4,5.0,2,2,4,2.0,1.0,31,1.0,2.0,1,98.25
2.0,9.0,4.5,7.0,4.5,1.5,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,15.0,9.0,3.0,1,2,2.0,6,2,1,2.0,2.0,17,1.0,2.0,1,93.75
0.0,9.0,4.5,7.0,0.0,1.5,6.75,2.25,0.0,4.5,4.5,0.0,4.5,11.25,4.5,0.0,4.5,2.25,2,4,3.0,6,2,1,2.0,2.0,37,1.0,2.0,1,67.0
4.0,0.0,9.0,5.0,2.25,1.5,4.5,2.25,0.0,4.5,4.5,0.0,4.5,2.5,4.5,6.0,7.5,2.25,2,4,3.0,3,1,1,2.0,2.0,1,1.0,2.0,1,64.75
7.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,9.0,4.5,1,5,6.0,3,1,3,2.0,2.0,2,1.0,2.0,1,116.0
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,18.0,9.0,3.75,2,4,3.0,5,2,4,2.0,1.0,29,1.0,2.0,1,110.5
4.0,9.0,0.0,7.0,4.5,3.0,2.25,2.25,2.25,4.5,9.0,0.0,4.5,1.25,0.0,0.0,7.5,3.75,1,7,6.0,6,1,4,2.0,1.0,42,1.0,2.0,1,64.75
0.0,0.0,0.0,7.0,0.0,0.0,2.25,0.0,0.0,2.25,4.5,3.375,4.5,5.625,0.0,0.0,9.0,4.5,1,4,5.0,6,1,2,2.0,2.0,37,1.0,2.0,1,43.0
0.0,0.0,4.5,5.0,0.0,3.0,4.5,0.0,0.0,2.25,4.5,3.375,9.0,5.625,4.5,18.0,4.5,0.75,2,2,1.0,6,2,1,2.0,2.0,32,1.0,2.0,1,69.5
6.0,0.0,4.5,7.0,4.5,3.0,4.5,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,18.0,9.0,3.75,2,2,2.0,6,1,1,2.0,2.0,50,1.0,2.0,1,96.25
4.0,0.0,9.0,3.0,0.0,4.5,6.75,2.25,2.25,0.0,4.5,6.75,4.5,11.25,4.5,3.0,4.5,3.0,1,2,2.0,6,1,1,2.0,2.0,22,1.0,2.0,1,73.75
6.0,0.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,9.0,9.0,3.75,1,4,1.0,2,2,4,2.0,4.5,16,1.0,2.0,1,101.5
7.0,9.0,4.5,4.0,2.25,3.0,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,9.0,6.0,3.75,1,6,5.0,1,1,5,1.0,1.0,24,2.0,2.0,0,100.25
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,18.0,9.0,3.75,1,2,2.0,6,1,5,2.0,1.0,26,1.0,2.0,1,118.5
5.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,9.0,6.0,2.25,1,6,4.0,6,1,2,2.0,1.0,42,1.0,2.0,1,111.75
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,15.0,9.0,4.5,2,7,6.0,5,1,4,2.0,2.0,8,1.0,2.0,1,123.0
3.5,4.5,9.0,1.0,0.0,4.5,4.5,2.25,2.25,2.25,4.5,0.0,4.5,3.75,2.25,18.0,7.5,3.0,1,4,2.0,6,1,5,2.0,2.0,50,1.0,2.0,1,77.25
6.0,9.0,9.0,6.0,4.5,3.0,9.0,2.25,2.25,4.5,4.5,6.75,4.5,11.25,4.5,18.0,6.0,3.0,1,6,5.0,6,1,1,2.0,2.0,24,1.0,2.0,1,114.0
0.0,4.5,0.0,6.0,0.0,3.0,2.25,2.25,2.25,0.0,4.5,0.0,4.5,11.25,4.5,18.0,4.5,3.0,2,4,2.0,1,2,2,1.0,2.0,6,1.0,2.0,1,70.5
7.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,15.0,9.0,3.75,1,6,5.0,5,1,5,2.0,1.0,24,1.0,2.0,1,122.25
7.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,4,3.0,1,1,3,2.0,1.0,32,1.0,2.0,1,124.25
1.0,9.0,0.0,7.0,0.0,1.5,4.5,2.25,1.125,4.5,4.5,3.375,4.5,11.25,0.0,9.0,6.0,3.0,2,4,5.0,6,2,2,4.5,2.0,9,1.0,2.0,1,72.5
7.0,0.0,9.0,6.0,4.5,1.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,5.625,0.0,3.0,7.5,3.75,1,7,6.0,1,1,3,1.0,1.0,38,2.0,2.0,0,86.125
8.0,0.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,7.5,3.75,1,4,1.0,6,2,6,2.0,1.0,5,2.0,2.0,0,115.75
0.0,9.0,0.0,7.0,4.5,0.0,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,0.0,9.0,3.0,1,7,5.0,6,2,2,2.0,2.0,21,2.0,2.0,0,79.75
3.5,0.0,9.0,4.0,0.0,4.5,6.75,2.25,2.25,0.0,9.0,0.0,9.0,11.25,4.5,6.0,6.0,3.0,1,7,5.0,5,2,6,1.0,1.0,8,1.0,2.0,1,81.0
6.0,4.5,4.5,6.0,0.0,3.0,6.75,2.25,0.0,4.5,4.5,0.0,0.0,11.25,4.5,9.0,6.0,3.0,1,4,4.0,6,2,1,2.0,2.0,24,2.0,2.0,0,75.75
7.0,9.0,9.0,4.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,18.0,9.0,3.75,1,6,5.0,6,2,2,2.0,2.0,24,2.0,2.0,0,119.0
7.0,4.5,9.0,4.0,0.0,3.0,9.0,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,9.0,6.0,3.0,1,6,2.0,5,2,4,2.0,2.0,28,1.0,2.0,1,83.75
0.0,0.0,4.5,7.0,0.0,0.0,4.5,2.25,0.0,0.0,4.5,0.0,0.0,11.25,4.5,6.0,4.5,1.5,2,6,5.0,6,2,2,2.0,2.0,5,2.0,2.0,0,50.5
0.0,9.0,0.0,7.0,0.0,0.0,2.25,2.25,0.0,0.0,4.5,3.375,4.5,11.25,0.0,0.0,9.0,2.25,1,5,5.0,1,2,4,2.0,2.0,35,2.0,2.0,0,55.375
1.0,0.0,4.5,3.0,4.5,3.0,6.75,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,3.0,9.0,3.0,1,6,5.0,6,2,2,2.0,1.0,23,1.0,2.0,1,76.0
8.0,9.0,9.0,6.0,4.5,3.0,4.5,2.25,2.25,4.5,4.5,6.75,4.5,11.25,4.5,6.0,7.5,3.0,1,4,3.0,5,1,6,2.0,2.0,5,1.0,2.0,1,101.0
7.0,9.0,9.0,5.0,0.0,1.5,4.5,2.25,2.25,4.5,4.5,3.375,4.5,11.25,4.5,18.0,7.5,3.0,1,2,3.0,6,2,2,2.0,2.0,23,1.0,2.0,1,101.625
4.0,4.5,4.5,5.0,4.5,3.0,4.5,2.25,0.0,2.25,4.5,0.0,4.5,11.25,4.5,6.0,6.0,2.25,1,2,2.0,1,1,1,1.0,2.0,15,1.0,2.0,1,73.5
2.0,9.0,4.5,5.0,0.0,3.0,6.75,2.25,2.25,0.0,4.5,0.0,0.0,11.25,4.5,9.0,7.5,3.0,1,4,3.0,5,2,6,1.0,2.0,5,1.0,2.0,1,74.5
6.0,9.0,4.5,5.0,4.5,3.0,4.5,2.25,2.25,0.0,9.0,0.0,9.0,11.25,4.5,18.0,9.0,3.75,1,4,4.0,2,1,3,2.0,1.0,27,2.0,2.0,0,105.5
6.0,4.5,9.0,7.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,6.75,9.0,11.25,4.5,15.0,9.0,4.5,1,4,5.0,6,2,5,2.0,2.0,24,2.0,2.0,0,118.0
1.0,9.0,0.0,6.0,0.0,0.0,2.25,2.25,2.25,0.0,4.5,0.0,4.5,5.625,0.0,9.0,6.0,3.75,1,3,2.0,5,2,4,4.5,2.0,26,2.0,2.0,0,56.125
5.0,9.0,9.0,3.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,18.0,6.0,3.0,1,6,6.0,2,2,2,2.0,2.0,32,1.0,2.0,1,107.0
3.0,4.5,0.0,7.0,0.0,1.5,4.5,0.0,0.0,2.25,0.0,3.375,0.0,11.25,2.25,18.0,9.0,3.75,1,6,5.0,6,2,4,1.0,1.0,38,1.0,2.0,1,70.375
7.0,4.5,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,15.0,7.5,3.0,1,6,5.0,6,2,5,2.0,1.0,24,2.0,2.0,0,116.5
9.0,0.0,0.0,5.0,4.5,4.5,0.0,2.25,2.25,4.5,4.5,0.0,0.0,2.5,0.0,6.0,9.0,3.0,1,4,3.0,2,2,4,2.0,2.0,15,2.0,2.0,0,57.0
4.0,9.0,9.0,4.0,4.5,3.0,6.75,2.25,2.25,0.0,4.5,6.75,9.0,11.25,4.5,12.0,9.0,3.75,2,2,6.0,5,2,1,2.0,2.0,1,1.0,2.0,1,105.5
5.0,0.0,4.5,5.0,0.0,0.0,6.75,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,18.0,6.0,1.5,1,2,2.0,6,2,1,2.0,1.0,22,1.0,2.0,1,85.0
3.0,0.0,4.5,6.0,4.5,4.5,6.75,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,15.0,7.5,3.75,1,4,5.0,6,2,1,1.0,4.5,28,1.0,2.0,1,96.0
